,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
784,Ruben Loftus-Cheek,37.8,2024-2025,28,eng ENG,Milan,it Serie A,19,1037,11.5,10,9,0,0,0,0,0,0,0,0,37.8,42.1,89.7,1.4,3.5,0.6,0.2,4.4,598.1,120.6,19.4,21.6,90,15.7,16.8,93.3,2,2.4,82.1,MF
785,Kiliann Sildillia,37.8,2024-2025,22,fr FRA,Freiburg,de Bundesliga,21,801,8.9,8,13,8,0.2,0,0.2,0.2,0,0,0,37.8,51.6,73.2,0.8,2.2,0.7,0.4,3.3,704.9,242.9,16.5,19.8,83.5,15.2,19.7,77.1,5.6,9.3,60.2,DF
786,Botond Balogh,37.7,2024-2025,22,hu HUN,Parma,it Serie A,29,2053,22.8,23,6,7,0,0,0,0,0,0,0,37.7,42.3,89.3,0.1,1.1,0,0,1.6,741.5,217.9,9.9,10.8,91.5,24.1,25.5,94.5,3.3,4.7,71,DF
787,Filippo Terracciano,37.7,2024-2025,21,it ITA,Milan,it Serie A,13,539,6,6,7,25,0,0,0,0,0,0,0,37.7,42.9,87.9,0.3,3.5,0.2,0.2,2.3,639.2,137.3,16.9,18.5,91,18.7,20.5,91.1,1.7,2.7,62.5,"DF,MF"
788,Dario Essugo,37.7,2024-2025,19,pt POR,Las Palmas,es La Liga,27,1938,21.5,25,2,1,0,0,0,0,0,0,0,37.7,44.2,85.4,0.6,3.4,0.4,0,3.5,649.9,182.8,17.1,19.3,88.7,16.4,18.4,89.4,3.4,4.8,70.2,MF
789,Nicolás Domínguez,37.6,2024-2025,26,ar ARG,Nott'ham Forest,eng Premier League,34,1963,21.8,23,11,3,0,0,0,0,0,0,0,37.6,43.4,86.7,0.6,3.7,0.5,0,3.8,549.9,155.3,21.2,23.3,91.1,12.8,14.3,89.4,1.6,2.5,61.8,"MF,FW"
790,Amad Diallo,37.6,2024-2025,22,ci CIV,Manchester Utd,eng Premier League,26,1901,21.1,20,6,2,0.4,0.3,0.7,0.4,0,0,0,37.6,44.9,83.8,2.3,1.3,1.7,0.3,2.8,522.2,103.8,23.3,25.7,91,10.7,12.5,86,1.9,3.4,55.6,"MF,FW"
791,Copete,37.6,2024-2025,24,es ESP,Mallorca,es La Liga,25,1528,17,16,9,9,0,0,0,0,0,0,0,37.6,45.2,83.3,0,2.1,0.2,0,2.8,717,278.3,14,15.4,90.8,19,21.1,90.2,4.3,7.4,57.9,DF
792,Yanis Zouaoui,37.6,2024-2025,30,dz ALG,Le Havre,fr Ligue 1,17,976,10.8,9,8,13,0,0.2,0.2,0,0,0,0,37.6,54.9,68.6,2.6,2.1,1.3,0.8,3,690.1,249.9,18.2,20.5,88.7,13.6,18.8,72.5,5.3,12.5,41.9,"DF,FW"
793,Sinaly Diomande,37.6,2024-2025,23,ci CIV,Auxerre,fr Ligue 1,23,1945,21.6,22,1,6,0.1,0.1,0.2,0.1,0,0,0,37.6,44.5,84.6,0.2,2.4,0,0,3.3,697.5,283,13.9,15.7,88.5,19.8,21.3,92.8,3.5,5.8,59.5,DF
794,Maximilian Bauer,37.6,2024-2025,24,de GER,Augsburg,de Bundesliga,11,658,7.3,8,3,7,0,0,0,0,0,0,0,37.6,46.5,80.9,0.3,4.2,0.3,0.3,4.1,726.7,271.1,13.3,15.2,87.4,19.6,22.2,88.3,4.7,8.3,55.7,DF
795,Luke Woolfenden,37.6,2024-2025,25,eng ENG,Ipswich Town,eng Premier League,15,1187,13.2,12,3,13,0,0,0,0,0,0,0,37.6,42.6,88.3,0,2.4,0,0,1.1,697.3,232.8,13.5,14,96.7,20.8,22.1,93.8,3,5.6,52.7,DF
796,Jesper Karlström,37.6,2024-2025,29,se SWE,Udinese,it Serie A,37,3186,35.4,36,1,0,0,0.1,0.1,0,0,0,0,37.6,45.2,83.2,0.6,3.9,0.6,0.1,3.8,661.5,214,16.1,17.8,90.3,17.2,19.6,87.9,3.4,5.9,57.4,MF
797,Guido Rodríguez,37.6,2024-2025,30,ar ARG,West Ham,eng Premier League,23,1149,12.8,16,7,13,0,0.1,0.1,0,0,0,0,37.6,44.6,84.4,0.3,2.9,0.1,0,2.6,633.8,169.5,18.7,21.3,87.9,15.3,16.8,90.7,3,4.6,64.4,MF
798,Jaydee Canvot,37.6,2024-2025,18,fr FRA,Toulouse,fr Ligue 1,18,1106,12.3,12,6,6,0,0,0,0,0,0,0,37.6,43.6,86.2,0.3,3.4,0.5,0.2,3.3,653.4,190.4,16.4,17.7,92.2,18.2,20,91.1,2.4,4.2,58.8,"DF,MF"
799,Samuele Ricci,37.5,2024-2025,22,it ITA,Torino,it Serie A,34,2825,31.4,34,0,1,0,0,0.1,0,0,0,0,37.5,42.6,88,0.5,3.2,0.4,0,3.7,661.6,140,15.5,17.1,90.7,18.6,20.2,91.8,2.8,4.1,68.8,MF
800,Jakov Medi?,37.4,2024-2025,25,hr CRO,Bochum,de Bundesliga,23,1603,17.8,17,6,10,0.1,0,0.1,0.1,0,0,0,37.4,42.8,87.4,0.2,1.7,0.2,0.1,1.5,770.7,252.8,10.2,11.2,91,22.1,24.5,90.4,5,6.6,75.4,DF
