Rk,Player,Season,Age,Nation,Team,Comp,Tkl/90,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges Tkl,ChallengesAtt,Challenges Tkl%,Challenges Lost,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Pos
1448,Falaye Sacko,2024-2025,29,ml MLI,Montpellier,fr Ligue 1,1,0.6,0.7,0.3,0.1,0.7,1.4,47.4,0.7,1.2,0.5,0.7,0.9,2,1.5,0,DF
1449,Diego LÛpez,2024-2025,22,es ESP,Valencia,es La Liga,1,0.6,0.4,0.5,0.1,0.5,1.5,34,1,1,0,1,0.5,1.5,0.5,0,"MF,FW"
1450,MattÈo Guendouzi,2024-2025,25,fr FRA,Lazio,it Serie A,1,0.6,0.4,0.5,0.1,0.6,1.3,42.6,0.7,0.9,0.2,0.7,0.9,1.9,1.4,0.1,MF
1451,¡lvaro Tejero,2024-2025,28,es ESP,Espanyol,es La Liga,1,0.3,0.5,0.4,0.1,0.5,1.7,30.4,1.2,0.7,0.1,0.6,0.9,2,2.5,0.1,"MF,DF"
1452,Julian Brandt,2024-2025,28,de GER,Dortmund,de Bundesliga,1,0.4,0.5,0.3,0.2,0.6,1.7,34.9,1.1,0.7,0,0.7,0.5,1.6,0.5,0,MF
1453,Adama TraorÈ,2024-2025,28,es ESP,Fulham,eng Premier League,1,0.7,0.5,0.3,0.3,0.3,0.7,38.5,0.4,0.4,0,0.4,0.1,1.1,0.3,0.2,"FW,MF"
1454,Adam Webster,2024-2025,29,eng ENG,Brighton,eng Premier League,1,0.6,0.5,0.4,0.1,0.6,1.4,42.9,0.8,1.6,0.9,0.7,2,3,4.2,0.2,DF
1455,Valentino Lazaro,2024-2025,28,at AUT,Torino,it Serie A,1,0.5,0.4,0.5,0.2,0.6,1.2,50,0.6,1.1,0.2,0.9,0.4,1.4,1.5,0,"DF,FW"
1456,Matias Fernandez-Pardo,2024-2025,19,be BEL,Lille,fr Ligue 1,1,0.8,0.3,0.5,0.3,0.5,1,50,0.5,0.8,0,0.8,0.3,1.3,0.5,0,"FW,MF"
1457,?lkay G¸ndo?an,2024-2025,33,de GER,Manchester City,eng Premier League,1,0.5,0.2,0.6,0.2,0.4,1,41.7,0.6,0.6,0,0.6,0.5,1.5,0.9,0,MF
1458,BafodÈ DiakitÈ,2024-2025,23,fr FRA,Lille,fr Ligue 1,1,0.6,0.6,0.4,0.1,0.6,0.8,69.2,0.3,1,0.6,0.4,0.9,1.9,3.2,0.2,DF
1459,Leonardo Spinazzola,2024-2025,31,it ITA,Napoli,it Serie A,1,0.6,0.4,0.5,0.1,0.6,1.4,43.5,0.8,0.7,0.1,0.7,0.5,1.5,1.8,0.1,"DF,FW"
1460,Danel Sinani,2024-2025,27,lu LUX,St. Pauli,de Bundesliga,1,0.8,0.1,0.5,0.4,0.4,1,42.9,0.6,0.9,0.1,0.8,0.1,1.1,0.9,0,"FW,MF"
1461,Enrico Del Prato,2024-2025,24,it ITA,Parma,it Serie A,1,0.5,0.7,0.2,0,0.6,0.8,73.1,0.2,2.1,1.1,1,0.6,1.6,4,0.1,DF
1462,¡ngel Correa,2024-2025,29,ar ARG,AtlÈtico Madrid,es La Liga,1,0.3,0.4,0.1,0.4,0.6,1.7,33.3,1.1,1.1,0,1.1,0.4,1.5,0.9,0,"FW,MF"
1463,Christopher Operi,2024-2025,27,ci CIV,Le Havre,fr Ligue 1,1,0.7,0.5,0.2,0.4,0.5,0.9,58.3,0.4,1.5,0.5,1.1,1.1,2.1,2.3,0,"DF,FW"
1464,Bamo MeÔtÈ,2024-2025,22,ci CIV,2 Teams,fr Ligue 1,1,0.6,0.4,0.2,0.4,0.2,0.4,50,0.2,0.6,0.6,0,0.8,1.8,3,0.6,DF
1465,Mikel Oyarzabal,2024-2025,27,es ESP,Real Sociedad,es La Liga,1,0.6,0.4,0.4,0.2,0.4,0.9,43.5,0.5,0.7,0,0.6,0.2,1.2,0.6,0,FW
1466,Wesley Fofana,2024-2025,23,fr FRA,Chelsea,eng Premier League,1,0.9,0.5,0.5,0,0.5,1.1,42.9,0.6,1.1,0.7,0.4,1.1,2.1,4.2,0.2,DF
1467,Max Moerstedt,2024-2025,,de GER,Hoffenheim,de Bundesliga,1,1,0.2,0.6,0.2,0.2,0.4,50,0.2,0.8,0,0.8,0,1,1,0,FW
1468,Nadir Zortea,2024-2025,25,it ITA,Cagliari,it Serie A,1,0.5,0.5,0.4,0.1,0.5,1.2,37.8,0.8,0.4,0,0.4,0.6,1.6,1.6,0.1,"DF,MF"
1469,Nicolas Viola,2024-2025,34,it ITA,Cagliari,it Serie A,1,0.5,0.4,0.5,0.1,0.1,0.7,10,0.6,0.4,0,0.4,0.2,1.2,0.4,0,"FW,MF"
1470,Cameron Burgess,2024-2025,28,au AUS,Ipswich Town,eng Premier League,1,0.7,0.8,0.2,0,0.5,0.6,81.8,0.1,1.2,0.9,0.3,0.8,1.8,7.5,0.2,DF
1471,Noah Okafor,2024-2025,24,ch SUI,2 Teams,it Serie A,1,0.6,0.6,0,0.4,0.4,0.6,66.7,0.2,0.2,0,0.2,0.4,1.4,0.4,0,FW
1472,Juanpe,2024-2025,33,es ESP,Girona,es La Liga,1,0.6,0.6,0.4,0,0.7,1,75,0.2,1.9,1.2,0.6,1,2,6.9,0.1,DF
1473,Chuky san jose,2024-2025,20,es ESP,Valladolid,es La Liga,1,0.2,0.4,0.4,0.2,0.2,1.1,22.2,0.9,0.5,0.1,0.4,0,1,0.5,0,MF
1474,Tim Kleindienst,2024-2025,28,de GER,Gladbach,de Bundesliga,1,0.5,0.2,0.5,0.3,0.3,1.2,28.6,0.8,1.5,0.3,1.2,0.4,1.4,2.2,0,FW
1475,John Stones,2024-2025,30,eng ENG,Manchester City,eng Premier League,1,0.3,0.5,0.3,0.2,0.8,0.8,100,0,0.8,0.5,0.3,0.7,1.6,3.1,0.2,"DF,MF"
1476,Lautaro Valenti,2024-2025,25,ar ARG,Parma,it Serie A,1,0.7,0.8,0.2,0.1,0.4,0.5,77.8,0.1,1.5,0.8,0.8,0.8,1.7,5.4,0.1,DF
1477,Gianluca Gaetano,2024-2025,24,it ITA,2 Teams,it Serie A,1,0.7,0.4,0.5,0.1,0.4,1.3,33.3,0.9,0.7,0,0.7,0.5,1.5,0.7,0,"MF,FW"
1478,Rodrygo,2024-2025,23,br BRA,Real Madrid,es La Liga,1,0.7,0.7,0.2,0.1,0.3,1.1,30.4,0.7,0.8,0,0.8,0.5,1.5,0.4,0,"FW,MF"
1479,Javi Hern·ndez,2024-2025,26,es ESP,LeganÈs,es La Liga,1,0.6,0.6,0.3,0.1,0.6,1.7,37,1.1,0.9,0.2,0.8,0.9,1.8,3.7,0,DF
1480,Jordan Pefok,2024-2025,28,us USA,2 Teams,2 Comps,1,0.6,0.4,0.2,0.3,0.3,0.7,50,0.3,0.8,0.2,0.6,0.4,1.4,1.6,0,FW
1481,Martin Valjent,2024-2025,28,sk SVK,Mallorca,es La Liga,1,0.7,0.7,0.2,0,0.5,0.8,60,0.3,1,0.7,0.4,0.6,1.6,6.4,0,DF
1482,Jim Allevinah,2024-2025,29,ga GAB,Angers,fr Ligue 1,1,0.6,0.3,0.5,0.2,0.3,1.4,17.9,1.2,0.5,0,0.5,0.6,1.6,0.9,0,FW
1483,Aljoscha Kemlein,2024-2025,19,de GER,Union Berlin,de Bundesliga,1,0.4,0.4,0.5,0.1,0.5,1.4,35.7,0.9,1.4,0.3,1.1,0.6,1.6,1.5,0,MF
1484,Federico Baschirotto,2024-2025,27,it ITA,Lecce,it Serie A,1,0.7,0.8,0.1,0.1,0.6,0.7,78.6,0.2,1.2,0.8,0.3,0.6,1.6,6.2,0.1,DF
1485,Alex Baena,2024-2025,23,es ESP,Villarreal,es La Liga,1,0.5,0.2,0.5,0.3,0.3,1.4,25.6,1,1,0.1,0.9,0.8,1.7,0.8,0.1,"MF,FW"
1486,Musa Al-Taamari,2024-2025,27,jo JOR,2 Teams,fr Ligue 1,1,0.6,0.3,0.3,0.4,0.4,1,42.1,0.6,0.4,0,0.4,0.3,1.2,0.3,0.1,"FW,MF"
1487,Cole Palmer,2024-2025,22,eng ENG,Chelsea,eng Premier League,1,0.6,0.3,0.3,0.3,0.3,0.8,44.4,0.4,0.5,0,0.4,0.3,1.3,0.6,0,"MF,FW"
1488,Zinedine Ferhat,2024-2025,31,dz ALG,Angers,fr Ligue 1,1,0.7,0.1,0.5,0.3,0.4,1.4,30.8,1,1,0,1,1.1,2,1.3,0,"FW,MF"
1489,Sorba Thomas,2024-2025,24,wls WAL,Nantes,fr Ligue 1,1,0.4,0.5,0.3,0.1,0.7,1.2,55.6,0.5,0.8,0.1,0.7,0.6,1.6,1.8,0.1,"FW,MF"
1490,Gabriel Magalh„es,2024-2025,26,br BRA,Arsenal,eng Premier League,1,0.6,0.5,0.3,0.2,0.5,0.6,75,0.2,1.6,1.1,0.5,0.6,1.6,3.5,0.1,DF
1491,Fisayo Dele-Bashiru,2024-2025,23,ng NGA,Lazio,it Serie A,1,0.6,0.3,0.3,0.4,0.2,0.6,33.3,0.4,1,0.2,0.8,0.4,1.3,0.5,0,"MF,FW"
1492,Joachim Andersen,2024-2025,28,dk DEN,2 Teams,eng Premier League,0.9,0.6,0.7,0.2,0,0.5,0.9,61.5,0.3,1.2,0.9,0.3,1.1,2.1,6.6,0,DF
1493,Stefan de Vrij,2024-2025,32,nl NED,Inter,it Serie A,0.9,0.6,0.6,0.3,0.1,0.5,0.6,75,0.2,1,0.6,0.4,1.2,2.1,4.6,0,DF
1494,Marvin Pieringer,2024-2025,24,de GER,Heidenheim,de Bundesliga,0.9,0.5,0.2,0.5,0.2,0.2,0.4,50,0.2,0.9,0.1,0.8,0.3,1.3,1.3,0,"FW,MF"
1495,Ludovic Ajorque,2024-2025,30,fr FRA,Brest,fr Ligue 1,0.9,0.7,0.1,0.4,0.4,0.4,1.2,31.3,0.8,0.7,0.2,0.5,0.2,1.2,0.9,0,FW
1496,Dilane Bakwa,2024-2025,21,fr FRA,Strasbourg,fr Ligue 1,0.9,0.5,0.4,0.3,0.3,0.4,0.9,50,0.4,0.8,0,0.7,0.5,1.5,1,0,"MF,DF"
1497,Pau Torres,2024-2025,27,es ESP,Aston Villa,eng Premier League,0.9,0.7,0.5,0.4,0.1,0.4,0.8,58.8,0.3,0.7,0.5,0.2,0.4,1.4,3.3,0.1,DF
1498,GaÎtan Laborde,2024-2025,30,fr FRA,Nice,fr Ligue 1,0.9,0.6,0.4,0.4,0.1,0.4,1.1,40.9,0.6,0.8,0.2,0.6,0.3,1.2,1,0,FW
1499,Lorenzo De Silvestri,2024-2025,36,it ITA,Bologna,it Serie A,0.9,0.5,0.6,0.1,0.3,0.6,1.4,43.8,0.8,1,0.3,0.7,0.8,1.8,2.7,0,DF
1500,Rodrigo Muniz,2024-2025,23,br BRA,Fulham,eng Premier League,0.9,0.5,0.3,0.5,0.2,0.4,0.4,100,0,0.8,0.2,0.7,0.5,1.4,1.3,0,FW
1501,Oladapo Afolayan,2024-2025,26,eng ENG,St. Pauli,de Bundesliga,0.9,0.4,0.2,0.4,0.3,0.4,1,36.8,0.7,0.9,0.1,0.9,0.4,1.4,1.1,0,"FW,MF"
1502,Yann Aurel Bisseck,2024-2025,23,de GER,Inter,it Serie A,0.9,0.7,0.6,0.2,0.1,0.6,0.9,68.8,0.3,1.3,0.7,0.6,0.9,1.9,3.5,0.1,DF
1503,Andrea Colpani,2024-2025,25,it ITA,Fiorentina,it Serie A,0.9,0.6,0.3,0.4,0.2,0.2,0.7,33.3,0.5,0.4,0,0.4,0.6,1.5,0.6,0,"FW,MF"
1504,Matteo Politano,2024-2025,30,it ITA,Napoli,it Serie A,0.9,0.5,0.5,0.4,0,0.5,1.4,34.9,0.9,0.7,0,0.6,0.4,1.3,1.6,0,"FW,MF"
1505,GonÁalo Ramos,2024-2025,23,pt POR,Paris S-G,fr Ligue 1,0.9,0.5,0.4,0.4,0.1,0.3,0.5,50,0.3,0.4,0.1,0.3,0,0.9,0.4,0,FW
1506,Julio Enciso,2024-2025,20,py PAR,2 Teams,eng Premier League,0.9,0.7,0.2,0.5,0.2,0.3,1,30.8,0.7,0.8,0.1,0.7,0.1,1,0.5,0,"MF,FW"
1507,Joseph Aidoo,2024-2025,28,gh GHA,2 Teams,es La Liga,0.9,0.8,0.6,0.3,0,0.3,0.5,66.7,0.2,1.2,0.6,0.6,0.8,1.7,4,0.2,DF
1508,Jens Odgaard,2024-2025,25,dk DEN,Bologna,it Serie A,0.9,0.6,0.1,0.6,0.2,0.3,1,28.6,0.7,0.9,0.1,0.8,0.4,1.3,0.6,0,"MF,FW"
1509,Daniel Maldini,2024-2025,22,it ITA,2 Teams,it Serie A,0.9,0.5,0.3,0.6,0.1,0.4,0.9,46.7,0.5,0.5,0.1,0.4,0.3,1.3,0.9,0.1,"MF,FW"
1510,Florian Thauvin,2024-2025,31,fr FRA,Udinese,it Serie A,0.9,0.6,0.4,0.4,0.1,0.5,1.2,40,0.7,0.3,0,0.3,0.3,1.2,0.5,0,"FW,MF"
1511,Isaac PalazÛn Camacho,2024-2025,29,es ESP,Rayo Vallecano,es La Liga,0.9,0.7,0.4,0.2,0.2,0.3,1.4,23.5,1.1,0.9,0.1,0.8,0.3,1.2,0.5,0,"MF,FW"
1512,Jofre,2024-2025,23,es ESP,Espanyol,es La Liga,0.9,0.7,0.6,0.2,0.1,0.5,1,56.5,0.4,0.5,0,0.5,0.6,1.5,1.2,0,"MF,FW"
1513,Marco Gr¸ll,2024-2025,26,at AUT,Werder Bremen,de Bundesliga,0.9,0.7,0.1,0.4,0.5,0.3,1.3,23.5,1,1.1,0.2,0.9,0.2,1.1,0.8,0,"FW,MF"
1514,Hiroki Sekine,2024-2025,21,jp JPN,Reims,fr Ligue 1,0.9,0.7,0.6,0.2,0.1,0.7,1.7,41.2,1,2.2,1.1,1.1,0.5,1.4,5.2,0.1,DF
1515,Pedro Neto,2024-2025,24,pt POR,Chelsea,eng Premier League,0.9,0.4,0.4,0.4,0.2,0.4,0.8,42.9,0.5,0.6,0.1,0.5,0.4,1.3,0.2,0,FW
1516,Robin Hack,2024-2025,25,de GER,Gladbach,de Bundesliga,0.9,0.7,0.5,0.3,0.1,0.5,1.2,42.9,0.7,1.2,0.1,1.2,0.4,1.3,1.2,0,"FW,MF"
1517,Boulaye Dia,2024-2025,27,sn SEN,Lazio,it Serie A,0.9,0.4,0.2,0.5,0.2,0.3,0.7,43.8,0.4,0.5,0,0.5,0.2,1.2,0.7,0,"MF,FW"
1518,Sirlord Conteh,2024-2025,28,de GER,Heidenheim,de Bundesliga,0.9,0.5,0.3,0.6,0,0.2,0.7,28.6,0.5,0.1,0.1,0,0.1,1,0.8,0,"FW,MF"
1519,Gaby Jean,2024-2025,24,fr FRA,Lecce,it Serie A,0.9,0.5,0.5,0.3,0.1,0.4,0.7,54.5,0.3,0.8,0.6,0.2,0.6,1.5,4.6,0.1,DF
1520,Osame Sahraoui,2024-2025,23,ma MAR,Lille,fr Ligue 1,0.9,0.6,0.3,0.3,0.3,0.2,0.6,37.5,0.3,1,0.1,0.9,0.5,1.4,0.6,0.1,"FW,MF"
1521,Gabriel Martinelli,2024-2025,23,br BRA,Arsenal,eng Premier League,0.9,0.6,0.4,0.2,0.3,0.3,0.9,30.4,0.6,0.6,0,0.6,0.2,1.1,0.7,0,"FW,MF"
1522,IÒigo MartÌnez,2024-2025,33,es ESP,Barcelona,es La Liga,0.9,0.5,0.7,0.2,0,0.6,0.8,72.7,0.2,0.7,0.3,0.4,0.7,1.6,3.9,0,DF
1523,Callum Hudson-Odoi,2024-2025,23,eng ENG,Nott'ham Forest,eng Premier League,0.9,0.6,0.3,0.3,0.2,0.5,0.7,66.7,0.2,0.5,0,0.5,0.5,1.4,0.5,0,"FW,MF"
1524,Badredine Bouanani,2024-2025,19,dz ALG,Nice,fr Ligue 1,0.9,0.3,0.3,0.3,0.2,0.5,1.5,33.3,1,1.3,0.2,1.1,0.9,1.8,0.3,0,"MF,FW"
1525,Kevin De Bruyne,2024-2025,33,be BEL,Manchester City,eng Premier League,0.9,0.5,0.4,0.3,0.3,0.3,1.2,21.7,1,0.4,0,0.4,0.4,1.3,0.5,0.1,"MF,FW"
1526,Joshua Zirkzee,2024-2025,23,nl NED,Manchester Utd,eng Premier League,0.9,0.5,0.2,0.5,0.2,0.3,0.6,50,0.3,1,0.3,0.7,0.4,1.3,0.5,0.1,"FW,MF"
1527,Juli·n ¡lvarez,2024-2025,24,ar ARG,AtlÈtico Madrid,es La Liga,0.9,0.6,0.2,0.4,0.3,0.3,1.1,26.7,0.8,0.5,0,0.5,0.1,1,0.4,0,FW
1528,Alberto Moleiro,2024-2025,20,es ESP,Las Palmas,es La Liga,0.9,0.4,0.4,0.5,0,0.6,1.6,37.5,1,0.8,0,0.8,0.6,1.5,0.3,0,"FW,MF"
1529,Victor Lindelˆf,2024-2025,30,se SWE,Manchester Utd,eng Premier League,0.9,0.3,0.6,0.1,0.1,0.4,0.5,75,0.1,0.8,0.5,0.3,1,1.9,4.6,0.3,DF
1530,Christian G¸nter,2024-2025,31,de GER,Freiburg,de Bundesliga,0.9,0.8,0.5,0.3,0.1,0.6,1.1,55.2,0.5,0.9,0.4,0.5,0.3,1.2,1.9,0,DF
1531,Viktor Tsyhankov,2024-2025,26,ua UKR,Girona,es La Liga,0.9,0.6,0.2,0.3,0.4,0.4,0.9,47.4,0.5,0.3,0,0.3,0.7,1.6,0.8,0,"FW,MF"
1532,Richarlison,2024-2025,27,br BRA,Tottenham,eng Premier League,0.9,0.5,0,0.7,0.2,0,0.5,0,0.5,0.2,0.2,0,0,0.9,1.4,0,FW
1533,Taylor Harwood-Bellis,2024-2025,22,eng ENG,Southampton,eng Premier League,0.9,0.6,0.4,0.4,0.1,0.6,1.1,54.3,0.5,2.1,1.4,0.7,1,1.8,4.5,0.2,DF
1534,Nicolas Jackson,2024-2025,23,sn SEN,Chelsea,eng Premier League,0.9,0.5,0.2,0.3,0.4,0.2,0.4,50,0.2,0.6,0.1,0.5,0.1,1,0.6,0,FW
1535,Randal Kolo Muani,2024-2025,25,fr FRA,2 Teams,2 Comps,0.9,0.7,0.2,0.4,0.3,0.2,0.4,57.1,0.2,0.5,0,0.5,0.2,1.1,0.4,0,FW
1536,Micky van de Ven,2024-2025,23,nl NED,Tottenham,eng Premier League,0.9,0.5,0.4,0.4,0.1,0.7,1.2,57.1,0.5,1.1,0.7,0.4,0.9,1.8,3.5,0.1,DF
1537,Justin Kluivert,2024-2025,25,nl NED,Bournemouth,eng Premier League,0.9,0.4,0.2,0.4,0.3,0.2,0.8,18.2,0.7,0.9,0,0.9,0.5,1.4,0.9,0,MF
1538,DjenÈ,2024-2025,32,tg TOG,Getafe,es La Liga,0.9,0.5,0.4,0.4,0.1,0.4,1.1,37.5,0.7,0.6,0.3,0.4,0.7,1.6,3.8,0.1,"DF,MF"
1539,Giovanni Fabbian,2024-2025,21,it ITA,Bologna,it Serie A,0.9,0.5,0.1,0.3,0.5,0.6,1.1,53.8,0.5,0.6,0.2,0.4,0.2,1.1,0.4,0,MF
1540,Matteo Gabbia,2024-2025,24,it ITA,Milan,it Serie A,0.9,0.6,0.5,0.3,0,0.3,0.4,80,0.1,1,0.8,0.3,0.6,1.5,4.3,0,DF
1541,Miloö Veljkovi?,2024-2025,28,rs SRB,Werder Bremen,de Bundesliga,0.9,0.4,0.5,0.3,0.1,0.6,1.3,46.7,0.7,1.2,0.8,0.4,0.2,1,4.1,0.1,DF
1542,Gerard Moreno,2024-2025,32,es ESP,Villarreal,es La Liga,0.9,0.5,0.4,0.2,0.2,0.4,1.5,25,1.1,0,0,0,0.2,1.1,1,0,FW
1543,David Jur·sek,2024-2025,23,cz CZE,Hoffenheim,de Bundesliga,0.9,0.4,0.4,0.3,0.1,0.3,0.7,40,0.4,0.7,0,0.7,0.9,1.7,2.5,0,DF
1544,Ivan Ordets,2024-2025,32,ua UKR,Bochum,de Bundesliga,0.9,0.4,0.6,0.2,0,0.5,0.6,76.9,0.1,1.4,0.8,0.6,2,2.9,6.7,0.1,DF
1545,Antonio Raillo,2024-2025,32,es ESP,Mallorca,es La Liga,0.9,0.5,0.5,0.3,0.1,0.4,0.6,70,0.2,1.4,1.1,0.4,0.8,1.7,6.2,0,DF
1546,Raoul Bellanova,2024-2025,24,it ITA,2 Teams,it Serie A,0.9,0.5,0.3,0.5,0.1,0.5,0.8,59.1,0.3,0.4,0.1,0.3,0.7,1.5,1.8,0,DF
1547,Diego Carlos,2024-2025,31,br BRA,Aston Villa,eng Premier League,0.9,0.3,0.7,0.1,0.1,0.4,0.7,66.7,0.2,1.4,0.8,0.7,0.5,1.4,3.9,0.2,DF
1548,Rasmus Nicolaisen,2024-2025,27,dk DEN,Toulouse,fr Ligue 1,0.9,0.4,0.6,0.3,0,0.4,0.7,60,0.3,1.4,0.7,0.7,1.4,2.3,3.6,0,DF
1549,Jamie Leweling,2024-2025,23,de GER,Stuttgart,de Bundesliga,0.9,0.3,0.3,0.2,0.4,0.6,1.4,44,0.8,1.2,0.1,1.1,0.6,1.5,0.9,0.1,"MF,FW"
1550,Adam Armstrong,2024-2025,27,eng ENG,Southampton,eng Premier League,0.9,0.2,0.1,0.5,0.2,0.2,1,21.4,0.8,0.4,0.1,0.4,0.2,1.1,0.6,0,"FW,MF"
1551,Patrick Erras,2024-2025,29,de GER,Holstein Kiel,de Bundesliga,0.9,0.5,0.6,0.2,0,0.2,1,22.2,0.8,1.4,1.2,0.2,1,1.8,6.9,0,DF
1552,Souleymane TourÈ,2024-2025,21,fr FRA,Udinese,it Serie A,0.9,0.7,0.5,0.4,0,0.5,0.6,80,0.1,1.8,0.7,1.1,1.1,2,2.1,0.1,DF
1553,Augustine Boakye,2024-2025,23,gh GHA,Saint-…tienne,fr Ligue 1,0.9,0.4,0.4,0.5,0,0.4,1.4,27.3,1,0.6,0,0.6,0.7,1.6,0.5,0,"FW,MF"
1554,Marcus Pedersen,2024-2025,24,no NOR,Torino,it Serie A,0.9,0.5,0.4,0.4,0.1,0.7,1.1,62.5,0.4,0.7,0.1,0.6,0.9,1.7,2.2,0.1,DF
1555,Omar Marmoush,2024-2025,25,eg EGY,2 Teams,2 Comps,0.9,0.5,0.1,0.4,0.4,0.4,0.8,47.8,0.4,0.8,0.1,0.7,0.3,1.1,0.2,0,"FW,MF"
1556,Sebastian Nanasi,2024-2025,22,se SWE,Strasbourg,fr Ligue 1,0.9,0.6,0.3,0.5,0.1,0.3,0.9,36.4,0.6,1,0.1,0.9,0.3,1.2,0.8,0,"MF,FW"
1557,Jeremie Boga,2024-2025,27,ci CIV,Nice,fr Ligue 1,0.9,0.4,0.2,0.4,0.3,0.3,0.7,50,0.3,1.1,0,1.1,0.3,1.1,0.2,0.1,"MF,FW"
1558,Dwight McNeil,2024-2025,24,eng ENG,Everton,eng Premier League,0.9,0.5,0.4,0.3,0.1,0.6,1.4,42.9,0.8,0.5,0,0.5,0.4,1.2,0.1,0.1,"MF,FW"
1559,Manuel Akanji,2024-2025,29,ch SUI,Manchester City,eng Premier League,0.8,0.5,0.5,0.2,0.1,0.5,0.8,64.7,0.3,0.5,0.4,0.1,0.4,1.3,2.9,0.1,DF
1560,Ladislav Krej?Ì,2024-2025,25,cz CZE,Girona,es La Liga,0.8,0.6,0.7,0.1,0,0.5,1,53.8,0.4,0.9,0.7,0.2,1.3,2.1,3.4,0.2,DF
1561,Reece James,2024-2025,24,eng ENG,Chelsea,eng Premier League,0.8,0.8,0.5,0.3,0.1,0.3,0.8,33.3,0.5,1.2,0.5,0.7,1.1,1.9,1.9,0.3,"DF,MF"
1562,Ra˙l Moro,2024-2025,21,es ESP,Valladolid,es La Liga,0.8,0.5,0.6,0.2,0.1,0.5,1.2,40.6,0.7,0.3,0,0.3,0.4,1.2,0.8,0,"MF,FW"
1563,Jonathan David,2024-2025,24,ca CAN,Lille,fr Ligue 1,0.8,0.3,0.1,0.4,0.3,0.3,0.7,42.9,0.4,0.5,0.1,0.4,0.2,1.1,0.4,0,FW
1564,Anastasios Douvikas,2024-2025,24,gr GRE,2 Teams,2 Comps,0.8,0.4,0.1,0.6,0.1,0.3,0.7,40,0.4,0.6,0.1,0.4,0.3,1.1,0.6,0,FW
1565,David Torres,2024-2025,21,es ESP,Valladolid,es La Liga,0.8,0.5,0.8,0.1,0,0.5,0.7,63.6,0.3,1.2,1.1,0.1,0.6,1.5,4.8,0,DF
1566,Simon Sohm,2024-2025,23,ch SUI,Parma,it Serie A,0.8,0.5,0.3,0.4,0.1,0.5,1.1,45.7,0.6,0.3,0.1,0.2,0.8,1.6,1.1,0,MF
1567,Obite N'Dicka,2024-2025,24,ci CIV,Roma,it Serie A,0.8,0.7,0.4,0.4,0,0.4,0.6,66.7,0.2,1.2,0.8,0.4,0.9,1.7,3.9,0.1,DF
1568,Habib Diarra,2024-2025,20,sn SEN,Strasbourg,fr Ligue 1,0.8,0.5,0.2,0.5,0.1,0.3,0.8,40,0.5,0.8,0.2,0.6,0.5,1.3,1.8,0.1,"MF,FW"
1569,Unai GÛmez,2024-2025,21,es ESP,Athletic Club,es La Liga,0.8,0.6,0.2,0.5,0.1,0.3,0.5,57.1,0.2,0.9,0.1,0.8,0.1,1,1.1,0.1,"MF,FW"
1570,Vinicius J˙nior,2024-2025,24,br BRA,Real Madrid,es La Liga,0.8,0.4,0.3,0.2,0.4,0.2,0.7,27.8,0.5,0.4,0,0.4,0.1,1,0,0.1,FW
1571,Miguel,2024-2025,24,es ESP,LeganÈs,es La Liga,0.8,0.4,0.3,0.2,0.3,0.2,0.7,28.6,0.5,0.8,0.2,0.6,0.2,1,1.2,0.1,FW
1572,Robin Koch,2024-2025,28,de GER,Eint Frankfurt,de Bundesliga,0.8,0.4,0.5,0.3,0.1,0.3,0.8,45.5,0.4,1.4,0.9,0.5,0.9,1.7,6.9,0.1,DF
1573,Bertu? Y?ld?r?m,2024-2025,22,tr TUR,Getafe,es La Liga,0.8,0.4,0,0.6,0.2,0.2,0.6,28.6,0.4,1.1,0.2,0.9,0.1,0.9,1.3,0,FW
1574,Ruben Vargas,2024-2025,25,ch SUI,2 Teams,2 Comps,0.8,0.5,0.2,0.6,0.1,0.4,1.1,33.3,0.7,0.9,0,0.9,0.5,1.3,1,0.1,"FW,MF"
1575,Ola Solbakken,2024-2025,25,no NOR,Empoli,it Serie A,0.8,0.5,0,0.7,0.1,0.4,0.7,50,0.4,0,0,0,0.2,1.1,0.9,0,"MF,FW"
1576,Fredrik Jensen,2024-2025,26,fi FIN,Augsburg,de Bundesliga,0.8,0.8,0.1,0.4,0.4,0.5,0.6,80,0.1,1.2,0.1,1.1,0.5,1.3,2,0,MF
1577,Archie Gray,2024-2025,18,eng ENG,Tottenham,eng Premier League,0.8,0.4,0.2,0.4,0.2,0.4,0.9,41.2,0.5,1.1,0.6,0.6,1,1.8,2.6,0.1,"DF,MF"
1578,Beto,2024-2025,26,gw GNB,Everton,eng Premier League,0.8,0.4,0.1,0.5,0.2,0.3,0.5,62.5,0.2,0.7,0.1,0.6,0.2,1.1,1.4,0.1,FW
1579,Juan Herzog,2024-2025,21,es ESP,Las Palmas,es La Liga,0.8,0.8,0.8,0,0,0.6,1.1,56.3,0.5,1.2,0.8,0.4,1.2,2.1,5.9,0,DF
1580,Harvey Barnes,2024-2025,26,eng ENG,Newcastle Utd,eng Premier League,0.8,0.5,0.2,0.3,0.3,0.2,0.6,27.3,0.4,0.4,0.1,0.3,0.3,1.1,0.8,0.1,FW
